new_index,UMAP1,UMAP2
315,4.7237062,16.86662
411,4.67403,16.621561
507,4.8796935,16.617224
603,4.5436773,16.774714
699,4.5905294,16.697828
795,4.925624,16.787125
33,5.039589,15.811719
129,4.77289,16.074312
225,4.921669,15.980233
321,4.811623,15.8716755
417,5.0247407,16.009195
513,4.942189,15.883736
609,4.7447944,16.197857
705,4.846001,15.909518
801,4.652908,16.070963
39,3.8591135,17.294352
135,3.6785746,17.164444
231,3.8569303,17.371279
327,4.0273485,17.185165
423,3.8226564,17.145863
519,4.0586686,17.225828
615,3.9161592,17.025148
711,3.7190247,17.432005
807,3.9455507,17.273907
45,3.7490976,16.41448
141,3.6926465,16.709484
237,3.8268642,16.308342
333,3.74828,16.724693
429,3.9297721,16.44978
525,3.953989,16.527857
621,3.9053264,16.54998
717,3.6526134,16.564127
813,3.7328222,16.66372
28,-7.0394077,-6.8115764
124,-7.0546455,-6.9760203
220,-6.9525642,-7.0195365
316,-7.5173426,-6.7140126
412,-7.162938,-6.9486833
508,-7.307943,-7.0280323
604,-7.2049947,-6.8756547
700,-6.9116178,-7.072824
796,-7.231256,-7.0673714
34,-7.884641,-6.915729
130,-7.767909,-6.7274957
226,-7.5308194,-6.5610323
322,-7.8474646,-6.770787
418,-7.6428146,-6.663065
514,-7.822315,-6.564575
610,-7.6828704,-6.654231
706,-7.5845017,-6.730989
802,-7.4896946,-6.7408648
40,-8.727148,-7.6547313
136,-8.556782,-7.6130824
232,-8.376386,-7.430436
328,-8.53079,-7.789614
424,-8.49087,-7.5002575
520,-8.568626,-7.4354706
616,-8.242134,-7.387438
712,-8.594485,-7.6016846
808,-8.41709,-7.5410314
46,-7.721878,-7.7527704
142,-7.851513,-7.7928624
238,-8.030573,-7.9934
334,-8.002473,-7.6998596
430,-7.946134,-7.896122
526,-7.742646,-7.9392457
622,-8.093691,-7.5461307
718,-7.906067,-7.6436543
814,-8.070253,-7.7357845
29,-0.47632104,-12.043506
125,-0.42047444,-12.069033
221,-0.43093136,-12.266688
317,-0.1869037,-12.212295
413,-0.4715544,-12.118901
509,-0.18391259,-12.241032
605,-0.18820861,-12.33958
701,-0.30358422,-12.098278
797,-0.35034025,-12.239516
35,-1.1558237,-12.936262
131,-1.0441053,-12.812097
227,-1.1522114,-12.671828
323,-0.979236,-12.469706
419,-1.0244011,-12.660277
515,-0.9829129,-12.608916
611,-0.8829009,-12.713512
707,-1.2414901,-12.599512
803,-0.97607344,-12.563014
41,0.16087231,-13.339815
137,-0.054540306,-13.356459
233,0.1234213,-13.461388
329,0.06491763,-13.332622
425,0.054403733,-13.488751
521,0.20577867,-13.50376
617,0.13489597,-13.56007
713,0.37319195,-13.619918
809,0.2875747,-13.322374
47,-0.3860103,-12.961749
143,-0.09644041,-13.098255
239,-0.23055689,-13.222396
335,-0.2751899,-13.086999
431,0.08045537,-12.847002
527,-0.062551126,-12.863273
623,-0.4584192,-12.870955
719,-0.2887149,-13.069394
815,-0.3081007,-13.023903
888,-0.82807434,1.8187891
984,-0.8469347,1.7498254
1080,-0.5611178,1.5465387
1176,-0.7527183,1.6574252
1272,-0.5213377,1.4655775
1368,-0.57661366,1.6380712
1464,-0.72399116,1.8347453
1560,-0.75749236,1.5612023
1656,-0.7666915,1.6973169
894,0.07922542,1.9181577
990,-0.060205124,1.8696246
1086,0.1520674,2.0255282
1182,0.026908996,2.0891037
1278,0.07344626,1.88213
1374,-0.13070591,1.9807028
1470,0.17698513,1.9366857
1566,0.21041462,1.8571289
1662,-0.056412328,2.0697992
900,-0.42663255,0.6082467
996,-0.59663415,0.61870146
1092,-0.67326003,0.5699253
1188,-0.60917526,0.74773544
1284,-0.65670395,0.5371834
1380,-0.4848912,0.8911693
1476,-0.75728744,0.5343901
1572,-0.7291161,0.518611
1668,-0.53229004,0.54600614
906,-0.18350463,1.0294787
1002,0.19029374,0.9357157
1098,-0.13370696,0.85531145
1194,-0.16998196,0.95605844
1290,0.099574134,0.8280675
1386,-0.123856105,1.2057793
1482,-0.093824945,1.0528901
1578,0.18977344,0.7864323
1674,-0.074294455,0.9452004
889,8.461845,1.8653562
985,8.354894,1.5420101
1081,8.4073305,1.684666
1177,8.547692,1.6206698
1273,8.216324,1.6011939
1369,8.37255,1.674443
1465,8.352926,1.6101934
1561,8.5458145,1.7410823
1657,8.267215,1.6911721
895,7.6239996,0.9475943
991,7.568768,1.09987
1087,7.746823,1.311416
1183,7.854217,1.1528342
1279,7.8525133,1.1320747
1375,7.82045,1.2472343
1471,7.692819,0.8944715
1567,7.5376964,1.0357194
1663,7.813385,1.1758121
901,9.242949,0.6783357
997,9.271204,0.5952997
1093,8.971231,0.6321002
1189,9.375935,0.5207433
1285,9.082331,0.45692906
1381,9.139264,0.71609473
1477,8.974944,0.512671
1573,9.064939,0.8056531
1669,9.166193,0.7565069
907,8.655367,0.41492426
1003,8.474816,0.7335065
1099,8.593647,0.56835836
1195,8.625729,0.77980345
1291,8.354856,0.5168121
1387,8.504124,0.7998736
1483,8.712565,0.7636757
1579,8.4482355,0.5150374
1675,8.374638,0.83262515
890,12.862335,7.741186
986,13.093916,7.8407536
1082,12.667131,7.67456
1178,12.814559,7.632565
1274,12.696857,7.7343764
1370,12.725046,7.642833
1466,12.9933195,7.556899
1562,13.029905,7.8988857
1658,12.751475,7.7981515
896,13.612084,7.6152654
992,13.568686,7.3491406
1088,13.441125,7.7463036
1184,13.622491,7.5831013
1280,13.706624,7.611718
1376,13.594431,7.4782543
1472,13.521488,7.6933765
1568,13.502985,7.3828278
1664,13.407198,7.3601446
902,11.97208,6.9584246
998,12.074175,6.70909
1094,12.270418,6.7971992
1190,12.010425,6.8790874
1286,11.95508,6.6817746
1382,12.204521,6.9407177
1478,12.139813,6.9794054
1574,12.392599,6.6942887
1670,12.225016,6.981243
908,12.670851,6.8195314
1004,13.025888,6.5742927
1100,12.904938,6.5432124
1196,12.756412,6.70196
1292,12.741939,6.4577928
1388,12.904668,6.821661
1484,12.735362,6.783047
1580,12.850214,6.648466
1676,12.879331,6.6054378
891,21.6702,5.3567305
987,21.679749,5.439939
1083,21.666216,5.2912016
1179,21.53114,5.4907064
1275,21.745178,5.1734366
1371,21.635315,5.3568783
1467,21.65963,5.2961307
1563,21.739483,5.114428
1659,21.735945,5.376831
897,22.655617,5.4487495
993,22.481796,5.224309
1089,22.612274,5.070498
1185,22.4693,5.213962
1281,22.38826,5.456161
1377,22.276276,5.264035
1473,22.354158,5.260764
1569,22.596956,5.1152015
1665,22.308561,5.1509113
903,21.245327,4.5021925
999,21.045527,4.610169
1095,21.05469,4.3905964
1191,21.143154,4.8193517
1287,21.13595,4.4808807
1383,21.108986,4.740853
1479,21.28818,4.559551
1575,20.957369,4.46096
1671,21.093044,4.5755687
909,21.702362,4.206441
1005,22.018782,4.2053
1101,21.977053,4.128797
1197,21.769434,4.2736373
1293,21.87801,4.4691186
1389,21.746193,4.367087
1485,21.677963,4.438287
1581,22.058481,4.488158
1677,21.842003,4.3539834
892,14.4127245,-8.846589
988,14.467244,-8.6041355
1084,14.401517,-8.669878
1180,14.180562,-8.993394
1276,14.602581,-8.909822
1372,14.302314,-9.114174
1468,14.609471,-8.729366
1564,14.499666,-8.60045
1660,14.310498,-8.690557
898,13.907153,-9.124968
994,13.722677,-8.80509
1090,13.742841,-8.768167
1186,13.58325,-8.939373
1282,13.701747,-8.824259
1378,13.583089,-8.940779
1474,13.916494,-9.012707
1570,13.723366,-8.846124
1666,13.7332735,-9.114374
904,14.947408,-9.992206
1000,14.796101,-10.106139
1096,14.835857,-10.120446
1192,14.563849,-10.158328
1288,14.693408,-10.042909
1384,14.546759,-10.073829
1480,14.584516,-9.934744
1576,14.771702,-10.135778
1672,14.773807,-9.916198
910,14.9688835,-9.688141
1006,15.182691,-9.407517
1102,15.054159,-9.376002
1198,14.855536,-9.475448
1294,15.068695,-9.59268
1390,14.814984,-9.2904215
1486,14.775006,-9.700677
1582,15.035149,-9.57108
1678,14.784948,-9.444881
893,14.588916,-1.9353988
989,14.681855,-1.9534652
1085,14.709121,-1.8084413
1181,14.607157,-1.8335843
1277,14.775845,-1.9878119
1373,14.641836,-1.9694468
1469,14.701996,-1.8208642
1565,14.85022,-2.1308572
1661,14.815143,-1.9334925
899,15.525883,-2.4594889
995,15.454666,-2.2791524
1091,15.235732,-2.3531103
1187,15.352901,-2.2123554
1283,15.307908,-2.3307226
1379,15.161265,-2.1878567
1475,15.356782,-2.365806
1571,15.619148,-2.0872524
1667,15.459126,-2.0556076
905,14.420656,-1.1159028
1001,14.367059,-0.9307948
1097,14.505325,-0.82379764
1193,14.328484,-1.0151157
1289,14.534402,-1.0642661
1385,14.240566,-1.0529276
1481,14.4988575,-0.84680074
1577,14.387725,-0.69731575
1673,14.388497,-0.9104399
911,15.119954,-0.9353039
1007,15.221361,-0.88905525
1103,15.007522,-1.132646
1199,14.959838,-1.189167
1295,15.063356,-0.91636896
1391,15.020312,-1.104042
1487,15.011826,-0.95742357
1583,15.268056,-1.0397825
1679,14.860102,-1.1240807
48,5.5558224,-5.4296803
144,5.4498734,-5.6321874
240,5.538516,-5.5852695
336,5.8088975,-5.5884447
432,5.755937,-5.621054
528,5.501478,-5.4351273
624,5.500382,-5.43127
720,5.5742536,-5.522951
816,5.694959,-5.3490367
54,4.8612895,-4.8606286
150,4.657743,-5.11165
246,4.6114197,-5.0824904
342,4.709638,-5.2642536
438,4.9588118,-4.912226
534,4.9971633,-5.2231097
630,4.987834,-5.274393
726,4.913886,-5.089125
822,4.9992385,-5.166884
60,4.3099093,-6.543091
156,4.2368927,-6.7192373
252,4.3959775,-6.438865
348,4.4313145,-6.606961
444,4.4052167,-6.5961456
540,4.4429336,-6.507394
636,4.453855,-6.6035757
732,4.489429,-6.6503544
828,4.457315,-6.438907
66,4.8811536,-6.113997
162,4.8058724,-6.1161194
258,4.8836427,-5.9610705
354,4.7927046,-5.998379
450,4.68212,-6.1277733
546,4.9170394,-6.0543613
642,4.974114,-6.1002994
738,4.7989297,-5.85232
834,4.6563025,-6.115042
49,18.513268,-3.4548965
145,18.61215,-3.235699
241,18.763865,-3.0858116
337,18.83545,-3.3462105
433,18.509945,-3.3025374
529,18.802734,-3.475207
625,18.84187,-3.3509998
721,18.653383,-3.2950063
817,18.875698,-3.3838274
55,18.056606,-2.8149338
151,18.339212,-2.717519
247,17.963902,-2.8290756
343,18.124083,-2.8478775
439,18.17993,-2.7838717
535,18.312464,-2.9738727
631,18.412691,-2.935599
727,18.389368,-2.8456311
823,18.308437,-2.8740573
61,20.03465,-3.8534596
157,20.178602,-3.996306
253,20.287727,-3.920782
349,19.871664,-3.995388
445,20.176285,-3.9818294
541,20.039616,-4.121537
637,19.897362,-3.6814637
733,20.091732,-3.8570833
829,20.32285,-3.8504562
67,19.414421,-3.5611365
163,19.385609,-3.7054513
259,19.491352,-3.5044575
355,19.437529,-3.4828403
451,19.610239,-3.6478772
547,19.69628,-3.3215432
643,19.408083,-3.492167
739,19.79784,-3.7790725
835,19.566263,-3.636211
50,2.6903346,11.202792
146,2.5538607,11.1921
242,2.7098243,11.297167
338,2.594054,11.392906
434,2.717471,11.078752
530,2.518364,11.263904
626,2.8133597,11.396312
722,2.49928,11.220225
818,2.5519722,11.226535
56,2.2743394,10.442652
152,2.09641,10.378491
248,2.3764222,10.686388
344,2.2227354,10.399922
440,2.5211403,10.47041
536,2.2871306,10.592091
632,2.0448442,10.649571
728,2.2525663,10.444515
824,2.3802607,10.71385
62,2.809566,12.900818
158,2.6845214,12.7630205
254,2.6442022,12.718244
350,2.6259694,12.399642
446,2.7571533,12.658906
542,2.868442,12.578291
638,2.8517792,12.557733
734,2.9539948,12.748063
830,2.754275,12.624441
68,2.6936224,12.190873
164,2.3842018,12.109862
260,2.3775468,12.08404
356,2.6600196,11.834771
452,2.7199783,12.241316
548,2.538434,12.204168
644,2.4990652,12.106169
740,2.639066,11.903557
836,2.6512523,11.987546
51,5.76298,17.44145
147,5.835957,17.389587
243,5.9923453,17.475416
339,5.7364407,17.459648
435,5.968415,17.56071
531,5.885442,17.407831
627,5.7798657,17.506723
723,6.0130143,17.289835
819,5.729268,17.3161
57,6.155805,16.428274
153,6.0891156,16.707788
249,6.0597606,16.574398
345,6.1656013,16.839016
441,6.2318463,16.75761
537,6.1084757,16.88168
633,6.1883364,16.772999
729,5.9193635,16.78561
825,5.9071684,16.718483
63,4.9975014,18.726381
159,5.1635365,18.765867
255,5.1126175,18.50639
351,5.1976833,18.50812
447,5.266068,18.685104
543,5.44927,18.689827
639,5.0768948,18.558598
735,5.281467,18.785706
831,5.2137003,18.48868
69,5.175862,18.190252
165,5.309229,18.029198
